"Jahr" "point.69.x" "sat" "sal" "winter"
1985 -24 0 4.63 1
1985 -23 0 4.63 1
1985 -24 0 4.63 1
1985 -28 0 4.63 1
1985 -31 0 4.63 1
1985 -31 0 4.63 1
1985 -33 0 4.63 1
1985 -36 0 4.63 1
1985 -41 0 4.63 1
1985 -47 0 4.63 1
1985 -47 0 4.63 1
1985 -43 0 4.63 1
1985 -42 0 4.63 1
1985 -44 0 4.63 1
1985 -47 0 4.63 1
1985 -52 0 4.63 1
1985 -51 0 4.63 1
1985 -50 0 4.63 1
1985 -48 0 4.63 1
1985 -47 0 4.63 1
1985 -47 0 4.63 1
1985 -46 0 4.63 1
1985 -48 0 4.63 1
1985 -46 0 4.63 1
1985 -42 0 4.63 1
1985 -40 0 4.63 1
1985 -40 0 4.63 1
1985 -40 0 4.63 1
1985 -38 0 4.63 1
1985 -38 0 4.63 1
1986 -24 0 4.63 0
1986 -26 0 4.63 0
1986 -30 0 4.63 0
1986 -32 0 4.63 0
1986 -33 0 4.63 0
1986 -37 0 4.63 0
1986 -35 0 4.63 0
1986 -32 0 4.63 0
1986 -36 0 4.63 0
1986 -38 0 4.63 0
1986 -37 0 4.63 0
1986 -40 0 4.63 0
1986 -46 0 4.63 0
1986 -52 0 4.63 0
1986 -53 0 4.63 0
1986 -52 0 4.63 0
1986 -54 0 4.63 0
1986 -49 0 4.63 0
1986 -46 0 4.63 0
1986 -49 0 4.63 0
1986 -50 0 4.63 0
1986 -50 0 4.63 0
1986 -48 0 4.63 0
1986 -43 0 4.63 0
1986 -40 0 4.63 0
1986 -41 0 4.63 0
1986 -42 0 4.63 0
1986 -42 0 4.63 0
1986 -42 0 4.63 0
1986 -38 0 4.63 0
1987 -28 0 4.63 0
1987 -30 0 4.63 0
1987 -31 0 4.63 0
1987 -31 0 4.63 0
1987 -34 0 4.63 0
1987 -37 0 4.63 0
1987 -38 0 4.63 0
1987 -39 0 4.63 0
1987 -42 0 4.63 0
1987 -45 0 4.63 0
1987 -46 0 4.63 0
1987 -45 0 4.63 0
1987 -44 0 4.63 0
1987 -44 0 4.63 0
1987 -48 0 4.63 0
1987 -48 0 4.63 0
1987 -38 0 4.63 0
1987 -35 0 4.63 0
1987 -37 0 4.63 0
1987 -38 0 4.63 0
1987 -39 0 4.63 0
1987 -40 0 4.63 0
1987 -43 0 4.63 0
1987 -43 0 4.63 0
1987 -41 0 4.63 0
1987 -37 0 4.63 0
1987 -35 0 4.63 0
1987 -37 0 4.63 0
1987 -38 0 4.63 0
1987 -38 0 4.63 0
1988 -19 0 4.63 0
1988 -22 0 4.63 0
1988 -26 0 4.63 0
1988 -29 0 4.63 0
1988 -32 0 4.63 0
1988 -36 0 4.63 0
1988 -39 0 4.63 0
1988 -44 0 4.63 0
1988 -48 0 4.63 0
1988 -49 0 4.63 0
1988 -48 0 4.63 0
1988 -50 0 4.63 0
1988 -53 0 4.63 0
1988 -53 0 4.63 0
1988 -50 0 4.63 0
1988 -47 0 4.63 0
1988 -46 0 4.63 0
1988 -46 0 4.63 0
1988 -47 0 4.63 0
1988 -49 0 4.63 0
1988 -51 0 4.63 0
1988 -51 0 4.63 0
1988 -50 0 4.63 0
1988 -51 0 4.63 0
1988 -49 0 4.63 0
1988 -47 0 4.63 0
1988 -44 0 4.63 0
1988 -42 0 4.63 0
1988 -38 0 4.63 0
1988 -34 0 4.63 0
1989 -26 0 4.63 0
1989 -30 0 4.63 0
1989 -33 0 4.63 0
1989 -35 0 4.63 0
1989 -36 0 4.63 0
1989 -40 0 4.63 0
1989 -43 0 4.63 0
1989 -48 0 4.63 0
1989 -53 0 4.63 0
1989 -56 0 4.63 0
1989 -55 0 4.63 0
1989 -55 0 4.63 0
1989 -61 0 4.63 0
1989 -62 0 4.63 0
1989 -62 0 4.63 0
1989 -58 0 4.63 0
1989 -54 0 4.63 0
1989 -56 0 4.63 0
1989 -53 0 4.63 0
1989 -48 0 4.63 0
1989 -49 0 4.63 0
1989 -50 0 4.63 0
1989 -46 0 4.63 0
1989 -44 0 4.63 0
1989 -46 0 4.63 0
1989 -47 0 4.63 0
1989 -47 0 4.63 0
1989 -45 0 4.63 0
1989 -42 0 4.63 0
1989 -39 0 4.63 0
1990 -24 0 4.63 0
1990 -27 0 4.63 0
1990 -30 0 4.63 0
1990 -32 0 4.63 0
1990 -35 0 4.63 0
1990 -38 0 4.63 0
1990 -42 0 4.63 0
1990 -44 0 4.63 0
1990 -45 0 4.63 0
1990 -48 0 4.63 0
1990 -52 0 4.63 0
1990 -50 0 4.63 0
1990 -49 0 4.63 0
1990 -51 0 4.63 0
1990 -50 0 4.63 0
1990 -47 0 4.63 0
1990 -47 0 4.63 0
1990 -50 0 4.63 0
1990 -52 0 4.63 0
1990 -55 0 4.63 0
1990 -54 0 4.63 0
1990 -49 0 4.63 0
1990 -47 0 4.63 0
1990 -47 0 4.63 0
1990 -45 0 4.63 0
1990 -43 0 4.63 0
1990 -35 0 4.63 0
1990 -27 0 4.63 0
1990 -26 0 4.63 0
1990 -25 0 4.63 0
1992 -19 0 4.63 0
1992 -23 0 4.63 0
1992 -26 0 4.63 0
1992 -28 0 4.63 0
1992 -28 0 4.63 0
1992 -31 0 4.63 0
1992 -32 0 4.63 0
1992 -35 0 4.63 0
1992 -42 0 4.63 0
1992 -48 0 4.63 0
1992 -53 0 4.63 0
1992 -56 0 4.63 0
1992 -59 0 4.63 0
1992 -62 0 4.63 0
1992 -65 0 4.63 0
1992 -64 0 4.63 0
1992 -63 0 4.63 0
1992 -61 0 4.63 0
1992 -60 0 4.63 0
1992 -62 0 4.63 0
1992 -60 0 4.63 0
1992 -59 0 4.63 0
1992 -50 0 4.63 0
1992 -47 0 4.63 0
1992 -45 0 4.63 0
1992 -47 0 4.63 0
1992 -48 0 4.63 0
1992 -47 0 4.63 0
1992 -46 0 4.63 0
1992 -43 0 4.63 0
1993 -29 0 4.63 1
1993 -31 0 4.63 1
1993 -33 0 4.63 1
1993 -35 0 4.63 1
1993 -38 0 4.63 1
1993 -43 0 4.63 1
1993 -47 0 4.63 1
1993 -51 0 4.63 1
1993 -51 0 4.63 1
1993 -47 0 4.63 1
1993 -50 0 4.63 1
1993 -53 0 4.63 1
1993 -50 0 4.63 1
1993 -49 0 4.63 1
1993 -52 0 4.63 1
1993 -53 0 4.63 1
1993 -51 0 4.63 1
1993 -49 0 4.63 1
1993 -45 0 4.63 1
1993 -42 0 4.63 1
1993 -44 0 4.63 1
1993 -44 0 4.63 1
1993 -40 0 4.63 1
1993 -35 0 4.63 1
1993 -28 0 4.63 1
1993 -27 0 4.63 1
1993 -29 0 4.63 1
1993 -30 0 4.63 1
1993 -25 0 4.63 1
1993 -20 0 4.63 1
1994 -15 0 4.63 4
1994 -18 0 4.63 4
1994 -19 0 4.63 4
1994 -21 0 4.63 4
1994 -27 0 4.63 4
1994 -31 0 4.63 4
1994 -36 0 4.63 4
1994 -39 0 4.63 4
1994 -38 0 4.63 4
1994 -40 0 4.63 4
1994 -38 0 4.63 4
1994 -37 0 4.63 4
1994 -40 0 4.63 4
1994 -43 0 4.63 4
1994 -49 0 4.63 4
1994 -54 0 4.63 4
1994 -58 0 4.63 4
1994 -61 0 4.63 4
1994 -64 0 4.63 4
1994 -64 0 4.63 4
1994 -56 0 4.63 4
1994 -49 0 4.63 4
1994 -48 0 4.63 4
1994 -44 0 4.63 4
1994 -39 0 4.63 4
1994 -36 0 4.63 4
1994 -36 0 4.63 4
1994 -34 0 4.63 4
1994 -33 0 4.63 4
1994 -34 0 4.63 4
1995 -19 0 4.63 0
1995 -19 0 4.63 0
1995 -22 0 4.63 0
1995 -24 0 4.63 0
1995 -28 0 4.63 0
1995 -34 0 4.63 0
1995 -36 0 4.63 0
1995 -35 0 4.63 0
1995 -38 0 4.63 0
1995 -39 0 4.63 0
1995 -40 0 4.63 0
1995 -38 0 4.63 0
1995 -37 0 4.63 0
1995 -43 0 4.63 0
1995 -48 0 4.63 0
1995 -51 0 4.63 0
1995 -52 0 4.63 0
1995 -53 0 4.63 0
1995 -58 0 4.63 0
1995 -61 0 4.63 0
1995 -63 0 4.63 0
1995 -62 0 4.63 0
1995 -59 0 4.63 0
1995 -50 0 4.63 0
1995 -43 0 4.63 0
1995 -45 0 4.63 0
1995 -43 0 4.63 0
1995 -40 0 4.63 0
1995 -39 0 4.63 0
1995 -39 0 4.63 0
1996 -32 0 4.63 0
1996 -33 0 4.63 0
1996 -36 0 4.63 0
1996 -38 0 4.63 0
1996 -41 0 4.63 0
1996 -43 0 4.63 0
1996 -41 0 4.63 0
1996 -40 0 4.63 0
1996 -40 0 4.63 0
1996 -38 0 4.63 0
1996 -39 0 4.63 0
