"Jahr" "point.72.x" "sat" "sal" "winter"
1985 -137 0 0.19 0
1985 -135 0 0.19 0
1985 -135 0 0.19 0
1985 -137 0 0.19 0
1985 -139 0 0.19 0
1985 -138 0 0.19 0
1985 -139 0 0.19 0
1985 -142 0 0.19 0
1985 -145 0 0.19 0
1985 -151 0 0.19 0
1985 -153 0 0.19 0
1985 -151 0 0.19 0
1985 -150 0 0.19 0
1985 -152 0 0.19 0
1985 -156 0 0.19 0
1985 -162 0 0.19 0
1985 -164 0 0.19 0
1985 -164 0 0.19 0
1985 -164 0 0.19 0
1985 -164 0 0.19 0
1985 -164 0 0.19 0
1985 -164 0 0.19 0
1985 -168 0 0.19 0
1985 -168 0 0.19 0
1985 -165 0 0.19 0
1985 -164 0 0.19 0
1985 -164 0 0.19 0
1985 -164 0 0.19 0
1985 -164 0 0.19 0
1985 -165 0 0.19 0
1986 -134 0 0.19 0
1986 -135 0 0.19 0
1986 -137 0 0.19 0
1986 -139 0 0.19 0
1986 -141 0 0.19 0
1986 -144 0 0.19 0
1986 -144 0 0.19 0
1986 -141 0 0.19 0
1986 -143 0 0.19 0
1986 -145 0 0.19 0
1986 -145 0 0.19 0
1986 -147 0 0.19 0
1986 -152 0 0.19 0
1986 -159 0 0.19 0
1986 -163 0 0.19 0
1986 -165 0 0.19 0
1986 -171 0 0.19 0
1986 -168 0 0.19 0
1986 -165 0 0.19 0
1986 -171 0 0.19 0
1986 -174 0 0.19 0
1986 -176 0 0.19 0
1986 -175 0 0.19 0
1986 -168 0 0.19 0
1986 -164 0 0.19 0
1986 -167 0 0.19 0
1986 -170 0 0.19 0
1986 -172 0 0.19 0
1986 -174 0 0.19 0
1986 -170 0 0.19 0
1987 -142 0 0.19 0
1987 -144 0 0.19 0
1987 -144 0 0.19 0
1987 -144 0 0.19 0
1987 -146 0 0.19 0
1987 -149 0 0.19 0
1987 -150 0 0.19 0
1987 -150 0 0.19 0
1987 -152 0 0.19 0
1987 -156 0 0.19 0
1987 -159 0 0.19 0
1987 -160 0 0.19 0
1987 -159 0 0.19 0
1987 -160 0 0.19 0
1987 -164 0 0.19 0
1987 -166 0 0.19 0
1987 -157 0 0.19 0
1987 -153 0 0.19 0
1987 -154 0 0.19 0
1987 -155 0 0.19 0
1987 -156 0 0.19 0
1987 -157 0 0.19 0
1987 -161 0 0.19 0
1987 -163 0 0.19 0
1987 -164 0 0.19 0
1987 -160 0 0.19 0
1987 -158 0 0.19 0
1987 -161 0 0.19 0
1987 -163 0 0.19 0
1987 -165 0 0.19 0
1988 -128 0 0.19 0
1988 -130 0 0.19 0
1988 -132 0 0.19 0
1988 -135 0 0.19 0
1988 -138 0 0.19 0
1988 -141 0 0.19 0
1988 -144 0 0.19 0
1988 -149 0 0.19 0
1988 -154 0 0.19 0
1988 -157 0 0.19 0
1988 -158 0 0.19 0
1988 -162 0 0.19 0
1988 -169 0 0.19 0
1988 -173 0 0.19 0
1988 -172 0 0.19 0
1988 -168 0 0.19 0
1988 -168 0 0.19 0
1988 -170 0 0.19 0
1988 -174 0 0.19 0
1988 -180 0 0.19 0
1988 -186 0 0.19 0
1988 -189 0 0.19 0
1988 -190 0 0.19 0
1988 -192 0 0.19 0
1988 -191 0 0.19 0
1988 -190 0 0.19 0
1988 -187 0 0.19 0
1988 -184 0 0.19 0
1988 -178 0 0.19 0
1988 -172 0 0.19 0
1989 -156 0 0.19 0
1989 -158 0 0.19 0
1989 -161 0 0.19 0
1989 -164 0 0.19 0
1989 -165 0 0.19 0
1989 -168 0 0.19 0
1989 -174 0 0.19 0
1989 -182 0 0.19 0
1989 -192 0 0.19 0
1989 -200 0 0.19 0
1989 -199 0 0.19 0
1989 -201 0 0.19 0
1989 -216 0 0.19 0
1989 -223 0 0.19 0
1989 -225 0 0.19 0
1989 -219 0 0.19 0
1989 -209 0 0.19 0
1989 -217 0 0.19 0
1989 -214 0 0.19 0
1989 -204 0 0.19 0
1989 -206 0 0.19 0
1989 -209 0 0.19 0
1989 -202 0 0.19 0
1989 -197 0 0.19 0
1989 -203 0 0.19 0
1989 -208 0 0.19 0
1989 -210 0 0.19 0
1989 -210 0 0.19 0
1989 -203 0 0.19 0
1989 -199 0 0.19 0
1990 -160 0 0.19 0
1990 -163 0 0.19 0
1990 -166 0 0.19 0
1990 -167 0 0.19 0
1990 -169 0 0.19 0
1990 -172 0 0.19 0
1990 -178 0 0.19 0
1990 -183 0 0.19 0
1990 -184 0 0.19 0
1990 -189 0 0.19 0
1990 -196 0 0.19 0
1990 -195 0 0.19 0
1990 -194 0 0.19 0
1990 -198 0 0.19 0
1990 -198 0 0.19 0
1990 -191 0 0.19 0
1990 -192 0 0.19 0
1990 -202 0 0.19 0
1990 -208 0 0.19 0
1990 -216 0 0.19 0
1990 -215 0 0.19 0
1990 -205 0 0.19 0
1990 -200 0 0.19 0
1990 -200 0 0.19 0
1990 -197 0 0.19 0
1990 -193 0 0.19 0
1990 -179 0 0.19 0
1990 -163 0 0.19 0
1990 -162 0 0.19 0
1990 -162 0 0.19 0
1992 -139 0 0.19 0
1992 -141 0 0.19 0
1992 -142 0 0.19 0
