"Jahr" "point.70.x" "sat" "sal" "winter"
1993 -49 0 1.31 3
1993 -48 0 1.31 3
1993 -44 0 1.31 3
1993 -40 0 1.31 3
1993 -41 0 1.31 3
1993 -41 0 1.31 3
1993 -37 0 1.31 3
1993 -31 0 1.31 3
1993 -24 0 1.31 3
1993 -20 0 1.31 3
1993 -20 0 1.31 3
1993 -21 0 1.31 3
1993 -17 0 1.31 3
1993 -11 0 1.31 3
1994 9 0 1.31 3
1994 8 0 1.31 3
1994 9 0 1.31 3
1994 8 0 1.31 3
1994 3 0 1.31 3
1994 -2 0 1.31 3
1994 -8 0 1.31 3
1994 -11 0 1.31 3
1994 -13 0 1.31 3
1994 -15 0 1.31 3
1994 -14 0 1.31 3
1994 -13 0 1.31 3
1994 -16 0 1.31 3
1994 -19 0 1.31 3
1994 -25 0 1.31 3
1994 -32 0 1.31 3
1994 -38 0 1.31 3
1994 -44 0 1.31 3
1994 -51 0 1.31 3
1994 -55 0 1.31 3
1994 -52 0 1.31 3
1994 -46 0 1.31 3
1994 -45 0 1.31 3
1994 -42 0 1.31 3
1994 -36 0 1.31 3
1994 -33 0 1.31 3
1994 -32 0 1.31 3
1994 -30 0 1.31 3
1994 -28 0 1.31 3
1994 -29 0 1.31 3
1995 4 0 1.31 3
1995 4 0 1.31 3
1995 3 0 1.31 3
1995 1 0 1.31 3
1995 -1 0 1.31 3
1995 -6 0 1.31 3
1995 -10 0 1.31 3
1995 -9 0 1.31 3
1995 -11 0 1.31 3
1995 -13 0 1.31 3
1995 -14 0 1.31 3
1995 -14 0 1.31 3
1995 -13 0 1.31 3
1995 -18 0 1.31 3
1995 -24 0 1.31 3
1995 -28 0 1.31 3
1995 -31 0 1.31 3
1995 -35 0 1.31 3
1995 -40 0 1.31 3
1995 -46 0 1.31 3
1995 -51 0 1.31 3
1995 -54 0 1.31 3
1995 -54 0 1.31 3
1995 -49 0 1.31 3
1995 -42 0 1.31 3
1995 -42 0 1.31 3
1995 -42 0 1.31 3
1995 -39 0 1.31 3
1995 -38 0 1.31 3
1995 -37 0 1.31 3
1996 -24 0 1.31 3
1996 -24 0 1.31 3
1996 -26 0 1.31 3
1996 -28 0 1.31 3
